Compass_mean,17.391304347826086
Compass_std,17.391304347826086
KeyTypeBack_Count,0.0
KeyTypeDel_Count,0.0
KeyTypeEnter_Count,0.0
KeyTypeEnter_raito,0.0
KeyType_Count,0.0
Lclick_Mean,0.0
Lclick_Std,0.0
Lclick_cnt,0.0
Lclick_doubleclick,0.0
Lclick_oneclick,0.0
Mclick_Mean,0.0
Mclick_Std,0.0
MouseSpeed_Max,0.0
MouseWheel_Mean,0.0
Mousedisplacement_Sum,0.0
Mousedisplacement_lower50,0.0
Posture_Front_Max,17.391304347826086
Posture_Front_Mean,17.391304347826086
Posture_Front_Std,17.391304347826086
Posture_Front_diffMax,17.391304347826086
Posture_Front_upperRaito,0.0
Posture_Rear_Max,17.391304347826086
Posture_Rear_Mean,17.391304347826086
Posture_Rear_Std,17.391304347826086
Posture_Rear_diffMax,17.391304347826086
Posture_Rear_upperRaito,0.0
Posture_RightLeft_Max,17.391304347826086
Posture_RightLeft_Mean,17.391304347826086
Posture_RightLeft_Std,17.391304347826086
Posture_RightLeft_diffMax,17.391304347826086
Posture_RightLeft_upperRaito,0.0
Q1,0.0
Q2,0.0
Q3,0.0
Q4,0.0
Rclick_Mean,0.0
Rclick_Std,0.0
Rotation_Max,17.391304347826086
Rotation_Mean,17.391304347826086
Rotation_Min,17.391304347826086
Rotation_Std,17.391304347826086
Rotation_lower05,17.391304347826086
Sag_mean,17.391304347826086
Sag_std,17.391304347826086
mistyping_Count,0.0
mistyping_raito,0.0
